"id","extralabel","name","latitude","longitude","country"
"FR9900001466","FreightTerminal","Jessains","48.2846305","4.5830311","France"
"FR0000006463","DepotOrWorkshop","faisceau Pair","48.5951891","4.583896","France"
"FR0000007116","DepotOrWorkshop","Faisceau Chantier V","48.7173461","4.5845677","France"
"FR0000007278","DepotOrWorkshop","Faisceau  V4 à V22","48.7173743","4.5848258","France"
"FR0000001843","Junction","Bif 001000/015000","48.2835915","4.5848677","France"
"FR0000011482","Junction","Accès à faisceau Pair","48.6007051","4.5850657","France"
"FR9900001899","FreightTerminal","Chavanges","48.5086372","4.5860316","France"
"FR0000002071","Junction","Bif 013000/070000","48.7175423","4.5862757","France"
"FR0000000006","Junction","Bif 015000/013000","48.4421322","4.5869556","France"
"FR0000004273","Station","Vitry-le-François","48.7177722","4.5875791","France"
"FR0000007693","PrivateSiding","CARB","48.2818115","4.587889","France"
"FR0000007809","DepotOrWorkshop","Faisceau Impair","45.5213018","4.596263","France"
"FR0000012591","Junction","Accès à Faisceau  V4 à V22","48.7191589","4.5979228","France"
"FR0000006522","DepotOrWorkshop","Faisceau Impair V3 à V17","48.7192127","4.5983203","France"
"FR0000008678","PrivateSiding","Syndicat d'aménagement de VITRY MAROLLES","48.7193665","4.5994286","France"
"FR9900003590","Junction","Technical change","45.8101126","4.6008497","France"
"FR9900002098","Junction","Technical change","45.8107351","4.601169","France"
"FR9900001699","Station","Sain-Bel","45.8111237","4.60144","France"
"FR0000004624","Station","Rive-de-Gier","45.5244627","4.6066566","France"
"FR0000006861","DepotOrWorkshop","VAUX EN PRE Faisceau impair 3 à 7","46.6039515","4.6073244","France"
"FR0000013317","Junction","Accès à Faisceau Impair","45.5249523","4.6084559","France"
"FR0000014301","Junction","Accès à Faisceau Atelier","45.8292285","4.615946","France"
"FR9900004467","DepotOrWorkshop","Faisceau de Ham","49.7951426","4.6162888","France"
"FR0000008528","DepotOrWorkshop","Faisceau Atelier","45.8318791","4.6169997","France"
"FR0000022903","DepotOrWorkshop","Faisceau pair","49.7950031","4.6170627","France"
"FR0000005017","Station","L'Arbresle","45.8329984","4.6182443","France"
"FR0000006514","PrivateSiding","Embt 110 BOURGOGNE","47.896758","4.6192908","France"
"FR0000001979","Junction","Bif de Lozanne (L'Abresle)","45.83397","4.619819","France"
"FR0000002369","Station","Chessy","45.8854852","4.6224231","France"
"FR0000007523","DepotOrWorkshop","Faisceau Beaucaire-Marchandises","43.8080475","4.6226955","France"
"FR9900001999","FreightTerminal","Beaucaire-Marchandises","43.808044","4.6227082","France"
"FR0000002745","Station","Thenissey","47.4944948","4.6231722","France"
"FR0000007700","DepotOrWorkshop","Faisceau Pair","43.8075108","4.6244494","France"
"FR9900001378","FreightTerminal","Couzon (Loire)","45.5294617","4.6247775","France"
"FR9900004544","DepotOrWorkshop","Faisceau Pair","46.8466137","4.6251928","France"
"FR0000008205","DepotOrWorkshop","Faisceau Pair 6 à 8","44.1651786","4.6259626","France"
"FR9900004549","Station","Bagnols","44.1616338","4.6270002","France"
"FR9900001797","FreightTerminal","Tournes","49.7930384","4.6282431","France"
"FR0000004390","Station","St-Léger-sur-Dheune","46.8484603","4.6285492","France"
"FR0000008870","DepotOrWorkshop","Faisceau Arles V8 à V12","43.6995289","4.628572","France"
"FR0000006173","PrivateSiding","ZI Nord","43.6947368","4.6297754","France"
"FR0000006287","DepotOrWorkshop","Faisceau Arles V5 à V11","43.6926501","4.6302993","France"
"FR0000007269","DepotOrWorkshop","Faisceau Arles V16 à V64","43.6897462","4.6309663","France"
"FR0000014749","Junction","Accès à Faisceau Arles V8 à V12","43.6899808","4.6309696","France"
"FR0000009319","DepotOrWorkshop","Faisceau impair","49.7917125","4.6317897","France"
"FR0000002222","Station","Arles","43.6848933","4.6322109","France"
"FR0000011237","Junction","Accès à Faisceau Arles V5 à V11","43.6844335","4.6323259","France"
"FR9900003501","Junction","Bif 821000/830000","43.6837053","4.6325087","France"
"FR0000007415","DepotOrWorkshop","Faisceau Ateliers Magasins","43.6781791","4.6352396","France"
"FR9900001057","TechnicalChange","Fin de ligne exploitée","43.6774246","4.6356031","France"
"FR0000016425","Station","Poix-Terron","49.6501362","4.6363809","France"
"FR0000008362","DepotOrWorkshop","Faisceau pair","49.6509087","4.6369503","France"
"FR0000007369","DepotOrWorkshop","Faisceau impair","49.6532913","4.6385759","France"
"FR0000006734","DepotOrWorkshop","Faisceau impair 3 à 11","44.2484842","4.6413816","France"
"FR0000005905","PrivateSiding","Zone Portuaire","43.8027714","4.6425124","France"
"FR0000006983","DepotOrWorkshop","Faisceau impair 3 à 7","44.3744613","4.6425938","France"
"FR0000004057","Station","Revin","49.9387357","4.642854","France"
"FR0000006987","DepotOrWorkshop","Faisceau impair Sud","49.935856","4.6429966","France"
"FR0000007526","DepotOrWorkshop","Faisceau pair","49.9355885","4.6430157","France"
"FR0000007140","DepotOrWorkshop","Faisceau impair Nord","49.9402816","4.6430975","France"
"FR9900004550","Station","Pont-St-Esprit","44.2535442","4.6431365","France"
"FR0000012931","Junction","Accès à Faisceau pair","49.9405025","4.643178","France"
"FR0000008902","PrivateSiding","Martini","43.8026698","4.6432566","France"
"FR0000005682","PrivateSiding","ITE 526,5","45.5381643","4.6449236","France"
"FR0000005190","Station","Châtillon-d'Azergues","45.8752053","4.6451448","France"
"FR0000004215","Station","Beaucaire","43.8022305","4.6470762","France"
"FR9900001969","FreightTerminal","Brion-sur-Ource","47.9136205","4.6538667","France"
"FR0000003790","Station","Tarascon","43.8007926","4.6572663","France"
"FR0000002061","Junction","Bif 830000/830356","43.7882161","4.6591882","France"
"FR0000009125","DepotOrWorkshop","Faisceau Pair Tarascon V54 à V58","43.7990863","4.6603122","France"
"FR0000004725","Station","Fleurieux-sur-l'Arbresle","45.8448355","4.6603941","France"
"FR0000007460","PrivateSiding","LA CELLULOSE","43.7915916","4.6604245","France"
"FR0000005807","PrivateSiding","Lafarge","45.8618847","4.6611482","France"
"FR0000000600","Junction","Jct 830000/830356","43.7928488","4.6611554","France"
"FR0000007343","DepotOrWorkshop","Faisceau Pair Tarascon V6 à V16","43.7989489","4.6637758","France"
"FR0000003315","Station","Lentilly","45.8218015","4.6671828","France"
"FR0000001207","Junction","Bif 830000/830351","43.8106934","4.6688621","France"
"FR0000004303","Station","Verrey","47.4388081","4.6696072","France"
"FR0000007068","PrivateSiding","Cogema","44.1345342","4.6706392","France"
"FR0000003226","Station","Anchamps","49.9307457","4.6708572","France"
"FR0000003423","Station","Cheilly-lès-Maranges","46.8924864","4.6757903","France"
"FR0000000951","Junction","Bif de Givors (Lozanne)","45.8548198","4.6776213","France"
"FR0000003493","Station","Lozanne","45.8539663","4.6814239","France"
"FR0000016460","Station","Lentilly-Charpenay","45.8164342","4.6822817","France"
"FR0000006817","PrivateSiding","Société SOUFFLET","47.9083453","4.683695","France"
"FR0000009031","DepotOrWorkshop","Faisceau V8 Lozanne","45.8540088","4.6837414","France"
"FR9900002542","Junction","Accès à Faisceau pair Lozanne","45.8542005","4.6839225","France"
"FR0000009786","TechnicalChange","Fin de ligne exploitée","47.9082322","4.6843529","France"
"FR0000008858","DepotOrWorkshop","Faisceau pair Lozanne","45.854077","4.6844083","France"
"FR9900003781","TechnicalChange","Fin de ligne exploitée","44.0909053","4.6846854","France"
"FR0000016434","Station","Le Teil","44.5525988","4.6863972","France"
"FR0000009145","DepotOrWorkshop","Faisceau Impair V5 et V7","43.8952826","4.6865402","France"
"FR0000001830","Junction","Bif 800000/805000","44.5534164","4.6866579","France"
"FR0000011394","Junction","Accès à Faisceau Impair","44.5545136","4.6869846","France"
"FR0000005665","DepotOrWorkshop","Faisceau Impair Lozanne","45.8545456","4.6873306","France"
"FR0000007258","PrivateSiding","Ben Fares","44.4772422","4.6882038","France"
"FR0000008906","PrivateSiding","Km 669,700","44.5161264","4.6891061","France"
"FR0000014798","Junction","Accès à Km 669,700","44.5144362","4.6891239","France"
"FR0000014729","Junction","Accès à Faisceau pair Lozanne","45.8539918","4.6891729","France"
"FR9900000744","Junction","Accès à Faisceau pair Lozanne","45.8547495","4.6892501","France"
"FR0000009185","PrivateSiding","EDF","43.8966672","4.6905145","France"
"FR0000006403","DepotOrWorkshop","Faisceau Impair","44.5659738","4.6908274","France"
"FR0000009255","PrivateSiding","Km 668,300","44.5307398","4.6911559","France"
"FR0000015265","Junction","Accès à Km 668,300","44.5290112","4.6912251","France"
"FR0000001921","Junction","Bif 775000/775306","45.8522159","4.6924923","France"
"FR0000004756","Station","Fumay","49.9860915","4.6925091","France"
"FR0000004577","Station","Laifour","49.9113592","4.6928982","France"
"FR0000005811","DepotOrWorkshop","Faisceau Impair V3 à V13","44.1003449","4.6967929","France"
"FR0000001508","Junction","Bif 800000/812306","44.0978716","4.6984926","France"
"FR0000008121","DepotOrWorkshop","Faisceau Impair","48.241912","4.6994339","France"
"FR9900001473","FreightTerminal","L'Ardoise","44.0963279","4.6995224","France"
"FR0000002088","Junction","Bif Rac de Valence (Pierrelatte)","44.279898","4.6995509","France"
"FR0000000050","Junction","Bif 752356/830000","44.2942639","4.6998558","France"
"FR0000006941","DepotOrWorkshop","Faisceau équipement","44.0957953","4.6998903","France"
"FR0000006242","DepotOrWorkshop","Faisceau Pair","48.2414957","4.700365","France"
"FR0000009464","DepotOrWorkshop","LAPALUD LGV","44.2849403","4.7006793","France"
"FR0000000475","Junction","Bif Rac d'Avignon","44.3065226","4.7012399","France"
"FR0000003985","Station","Santenay-les-Bains","46.9105882","4.7017311","France"
"FR9900004511","Junction","Technical change","45.8535545","4.7030865","France"
"FR0000000733","Junction","Bif 830000/830646","44.3697348","4.7033745","France"
"FR0000007294","DepotOrWorkshop","Faisceau Pair","44.3726158","4.7038511","France"
"FR0000004399","Station","Pierrelatte","44.3746405","4.7041378","France"
"FR0000002362","Station","Haybes","50.0117885","4.7044805","France"
"FR0000003844","Station","Donzère","44.4432943","4.7044815","France"
"FR9900004653","Junction","Technical change","44.2811021","4.7046607","France"
"FR0000000265","Junction","Bif de Bollène","44.2787637","4.7054166","France"
"FR0000010607","Junction","Accès à Faisceau Impair V3 à V13","44.0887513","4.7058164","France"
"FR0000002230","Station","Bar-sur-Aube","48.2385572","4.7069542","France"
"FR0000004954","Station","Deville","49.879603","4.707201","France"
"FR0000015980","TechnicalChange","Fin de ligne","44.1018204","4.7072491","France"
"FR0000002006","Junction","Bif 812000/812306","44.0950491","4.7072774","France"
"FR0000002157","Station","Bollène-la-Croisière","44.2715665","4.708093","France"
"FR9900000312","Junction","Accès à Faisceau Impair","48.2380298","4.708131","France"
"FR0000009040","PrivateSiding","Km 1,1 N°1","44.3659015","4.7082651","France"
"FR0000009428","PrivateSiding","Km 1,1 N°2","44.3656435","4.7088353","France"
"FR0000009009","PrivateSiding","Km 1,2","44.3651462","4.7099341","France"
"FR0000006469","DepotOrWorkshop","Faisceau pair V4 à V10 - V12 Imp à V18 Imp","44.2663357","4.7100467","France"
"FR0000009055","DepotOrWorkshop","Faisceau impair V5-7","44.2636103","4.7110557","France"
"FR0000004203","Station","La Tour-de-Salvagny","45.7995222","4.7168445","France"
"FR0000001519","Junction","Bif de Languedoc","43.9358093","4.7175851","France"
"FR0000003192","Station","St-Georges-de-Reneins","46.0621506","4.7187082","France"
"FR0000011312","Junction","Accès à Faisceau Impair","45.9777796","4.7194596","France"
"FR0000008283","PrivateSiding","Km 2.2","44.3607414","4.7196837","France"
"FR0000002292","Station","Anse","45.9393896","4.7197918","France"
"FR0000009398","DepotOrWorkshop","Faisceau Remisage","45.979317","4.7198111","France"
"FR0000000117","Junction","Bif Rac Côté Hirson","49.7661298","4.7200771","France"
"FR0000008840","DepotOrWorkshop","Faisceau Pair","45.9805911","4.7201194","France"
"FR0000003937","Station","Villefranche-sur-Saône","45.9845413","4.72105","France"
"FR0000006346","DepotOrWorkshop","Faisceau Impair","45.985792","4.7213288","France"
"FR0000005626","PrivateSiding","Finition du siège","48.2273298","4.72137","France"
"FR0000005337","PrivateSiding","Zone Industrielle Nord","45.9995344","4.7226161","France"
"FR0000009140","PrivateSiding","EDF","50.0750122","4.7229109","France"
"FR0000006088","DepotOrWorkshop","Faisceau pair","50.0752668","4.7229212","France"
"FR0000010969","Junction","Accès à Faisceau pair","50.0822167","4.7231799","France"
"FR9900001077","TechnicalChange","Fin de ligne exploitée","46.11946","4.7231925","France"
"FR0000004593","Station","Vireux-Molhain","50.0827274","4.7231969","France"
"FR0000008233","PrivateSiding","Km 2,5","44.3590331","4.7234973","France"
"FR0000006040","PrivateSiding","Km 2.6","44.3589326","4.7237129","France"
"FR0000001382","Junction","Bif 205000/200000","50.08698","4.7245462","France"
"FR9900003762","TechnicalChange","Fin de ligne exploitée","50.0876392","4.7247664","France"
"FR0000005489","PrivateSiding","Km 0,950","46.1190163","4.7249065","France"
"FR0000022905","DepotOrWorkshop","Faisceau pair","49.7653251","4.7249906","France"
"FR0000008194","DepotOrWorkshop","Petit-Bois","49.765303","4.7249953","France"
"FR0000001392","Junction","Bif 205000/223000","49.7676385","4.7252304","France"
"FR0000003907","Station","Charleville-Mézières","49.7678699","4.7253545","France"
"FR0000003675","Station","Chazay-Marcilly","45.8731736","4.7254282","France"
"FR0000001960","Junction","Bif 205000/205316","49.7634894","4.7257488","France"
"FR0000003927","Station","Fépin","50.0233575","4.726502","France"
"FR0000011473","Junction","Accès à Faisceau Impair de Belleville-sur-Saône V3 à V11","46.1021249","4.7268304","France"
"FR0000012359","Junction","Accès à Faisceau Pair de Belleville-sur-Saône V4 à V16","46.10459","4.7273464","France"
"FR0000011472","Junction","Accès à Faisceau Impair de Belleville-sur-Saône V3 à V11","46.1066043","4.7277533","France"
"FR0000015893","TechnicalChange","Fin de ligne","44.35689","4.7282094","France"
"FR0000006458","DepotOrWorkshop","Faisceau Impair de Belleville-sur-Saône V3 à V11","46.1106585","4.7285731","France"
"FR0000007841","PrivateSiding","Duferco Morel (Km 0,625)","46.1171644","4.7287323","France"
"FR0000001501","Junction","Bif 776000/830000","46.1120221","4.728735","France"
"FR0000004679","Station","Belleville-sur-Saône","46.1120306","4.728853","France"
"FR0000007101","DepotOrWorkshop","Faisceau Pair de Belleville-sur-Saône V4 à V16","46.112675","4.72894","France"
"FR0000012357","Junction","Accès à Faisceau Pair de Belleville-sur-Saône V4 à V16","46.1135973","4.7291736","France"
"FR0000007261","PrivateSiding","Entrepôts du Beaujolais","46.1144098","4.7292802","France"
"FR0000007109","PrivateSiding","Duferco Morel (Km 0,484)","46.1160075","4.7293462","France"
"FR0000013844","Junction","Accès à Petit-Bois","49.7717693","4.7301888","France"
"FR0000004088","Station","Casino-Lacroix-Laval","45.7880178","4.7305858","France"
"FR0000007703","DepotOrWorkshop","Chantier Equipement","49.7536417","4.7317672","France"
"FR9900002069","Junction","Technical change","49.772214","4.7318234","France"
"FR0000005815","TrainTechnicalServices","UO Traction CA Nord","49.7535604","4.7319","France"
"FR0000006407","DepotOrWorkshop","Dépôt","49.7535604","4.7319","France"
"FR0000001220","Junction","Bif 760000/760311","46.9150303","4.7321262","France"
"FR0000000714","Junction","Bif 205000/205606","49.7405745","4.7321631","France"
"FR0000005209","Station","Mohon","49.7527263","4.733288","France"
"FR0000000295","Junction","Bif 204000/205000","49.7522546","4.7339048","France"
"FR0000007770","PrivateSiding","SA Combustible VILLIERS-SEMEUSE","49.7435123","4.7343672","France"
"FR0000011755","Junction","Accès à Faisceau AB","49.752056","4.7344079","France"
"FR0000006660","DepotOrWorkshop","Faisceau AB","49.7436103","4.7344392","France"
"FR0000001669","Junction","Bif 205000/205311","49.7450043","4.7354622","France"
"FR0000009317","DepotOrWorkshop","Faisceau Pair Blaisy-Bas","47.3778196","4.7355104","France"
"FR0000004659","Station","Charbonnières-les-Bains","45.7819423","4.7357524","France"
"FR0000014701","Junction","Accès à Faisceau Impair V21 à V25","46.9157552","4.7366756","France"
"FR0000000833","Junction","Bif des Angles (Roquemaure)","43.9734531","4.7369505","France"
"FR0000008191","DepotOrWorkshop","PIOLENC LGV","44.1613517","4.7381136","France"
"FR0000013941","Junction","Accès à Faisceau Pair V24-V26","46.916876","4.7381788","France"
"FR0000014702","Junction","Accès à Faisceau Impair V21 à V25","46.916488","4.7384961","France"
"FR0000001333","Junction","Bif 760306/760311","46.9181639","4.7393363","France"
"FR0000002750","Station","Monthermé","49.8656318","4.7406804","France"
"FR0000005245","DepotOrWorkshop","Base de maintenance de Roquemaure","44.0145426","4.7407077","France"
"FR0000006837","DepotOrWorkshop","Faisceau Chantier Equipement","49.8651693","4.7412779","France"
"FR0000003946","Station","Blaisy-Bas","47.3731849","4.7414401","France"
"FR0000006468","PrivateSiding","Km 656,1","44.6254842","4.7418005","France"
"FR0000012299","Junction","Accès à Faisceau impair","49.8131295","4.7419042","France"
"FR0000003466","Station","Romanèche-Thorins","46.1763075","4.7421793","France"
"FR0000008631","DepotOrWorkshop","Faisceau Impair Blaisy-Bas","47.3726909","4.7421899","France"
"FR9900002067","Junction","Technical change","46.9111081","4.742441","France"
"FR0000003330","Station","Nouzonville","49.8119669","4.7426574","France"
"FR0000006892","DepotOrWorkshop","Faisceau pair","49.8110941","4.7433884","France"
"FR0000004456","Station","Montélimar","44.5590427","4.7445622","France"
"FR0000001609","Junction","Bif 020000/070000","48.7212196","4.7446181","France"
"FR0000008682","DepotOrWorkshop"," Faisceau Pair Chagny","46.9095881","4.7451216","France"
"FR0000006139","DepotOrWorkshop","Faisceau Pair","44.5616259","4.7454601","France"
"FR9900003721","Junction","Accès à Faisceau Impair","44.5618935","4.7455748","France"
"FR0000011558","Junction","Accès à Faisceau V4","44.5619884","4.7456154","France"
"FR0000007159","DepotOrWorkshop","Faisceau Impair","44.5641733","4.746334","France"
"FR0000002064","Junction","Bif 204000/205311/204000","49.7482998","4.7465084","France"
"FR0000001044","Junction","Jct 760000/760306","46.9087749","4.7465616","France"
"FR0000008266","DepotOrWorkshop","Faisceau Pair V24-V26","46.9223484","4.7471855","France"
"FR0000007055","DepotOrWorkshop","Faisceau impair","49.8073226","4.7472552","France"
"FR0000008839","DepotOrWorkshop","Faisceau Impair V21 à V25","46.9225631","4.7476587","France"
"FR0000006517","DepotOrWorkshop","Faisceau V4","44.5699639","4.7481418","France"
"FR0000003548","Station","Le Méridien","45.7688371","4.7483777","France"
"FR0000004890","Station","Chagny","46.9072366","4.7486029","France"
"FR0000014494","Junction","Accès à  Faisceau Pair Chagny","46.9046883","4.7502594","France"
"FR9900001523","FreightTerminal","Le Pouzin","44.7514597","4.7502756","France"
"FR0000006273","DepotOrWorkshop","Faisceau Impair V3 à V11","44.7510264","4.750527","France"
"FR0000006312","DepotOrWorkshop","Faisceau Chagny Gare V5 à V11","46.9041648","4.7508198","France"
"FR0000006294","DepotOrWorkshop","Faisceau Pair V4 à V8","44.7504414","4.7508467","France"
"FR0000001895","Junction","Bif Sud de Chagny","46.9035156","4.7510149","France"
"FR0000000447","Junction","Bif 80000/804000","44.7497888","4.7510833","France"
"FR0000007864","DepotOrWorkshop","Chantier V pair","48.7214778","4.7535964","France"
"FR0000009515","PrivateSiding","Km 653,6","44.6457123","4.7539643","France"
"FR0000001111","Junction","Bif 865000/760306","46.9257669","4.7548231","France"
"FR9900004512","Junction","Technical change","45.7702252","4.7556785","France"
"FR0000002460","Station","Tassin","45.7617754","4.7586435","France"
"FR0000002982","Station","Rully","46.880416","4.7609098","France"
"FR0000005107","Station","Aubrives","50.1038891","4.7609272","France"
"FR0000000255","Junction","Bif de St-Paul (Tassin)","45.7618474","4.7610999","France"
"FR9900003620","Junction","Technical change","45.6705554","4.7620716","France"
"FR9900001165","DepotOrWorkshop","Faisceau Impair","45.6713263","4.7622822","France"
"FR0000005467","DepotOrWorkshop","Faisceau V3 à V7","45.5844184","4.7629718","France"
"FR0000004711","Station","Bogny-sur-Meuse","49.8583392","4.76329","France"
"FR0000005764","DepotOrWorkshop","Faisceau Remisage","45.6734084","4.7634036","France"
"FR0000002216","Station","Brignais","45.673706","4.7637491","France"
"FR0000000359","Junction","Bif Nord de Chagny","46.9319832","4.7641179","France"
"FR0000007437","PrivateSiding","Citroën","49.7396192","4.7641836","France"
"FR0000003376","Station","Chaponost","45.6988529","4.7645798","France"
"FR0000001059","Junction","Bif 022300/070000","48.7229281","4.7649093","France"
"FR9900001386","FreightTerminal","Cruas","44.6559936","4.7654542","France"
"FR0000004786","Station","Givors","45.5852497","4.7657661","France"
"FR0000007127","PrivateSiding","Km 651,3","44.6636368","4.7667865","France"
"FR0000004298","Station","Joigny-sur-Meuse","49.833761","4.7670052","France"
"FR0000009330","DepotOrWorkshop","Faisceau St-Clair-les-Roches Impair","45.4451791","4.7676659","France"
"FR0000008632","DepotOrWorkshop","Faisceau St-Clair-les-Roches Pair","45.4477806","4.7681721","France"
"FR0000015366","Junction","Accès à Faisceau St-Clair-les-Roches Impair","45.4371402","4.7685032","France"
"FR0000005711","DepotOrWorkshop","Faisceau Impair","45.5876955","4.7695392","France"
"FR0000001650","Junction","Bif 782000/782310","45.7624087","4.7695611","France"
"FR0000003979","Station","St-Clair-les-Roches","45.4502584","4.7697702","France"
"FR0000007378","DepotOrWorkshop","Faisceau Impair Pontanevaux","46.2097225","4.7697903","France"
"FR0000000053","Junction","Bif 750000/906000","45.5945133","4.7699471","France"
"FR0000000964","Junction","Bif Rac Sud","43.9446034","4.770223","France"
"FR0000006430","DepotOrWorkshop","Faisceau V12 Garage","45.9112952","4.7703245","France"
"FR0000008237","DepotOrWorkshop","Faisceau Impair","45.5948685","4.7703862","France"
"FR0000004748","Station","Francheville","45.7317298","4.7704082","France"
"FR0000001355","Junction","Bif 775000/782310","45.7573629","4.7704784","France"
"FR0000000890","Junction","Bif 775000/800000","45.59519","4.7705694","France"
"FR0000000317","Junction","Bif 750000/800000","45.5957394","4.7714143","France"
"FR0000013725","Junction","Accès à Faisceau Condrieu","45.463946","4.7716134","France"
"FR0000004526","Station","Alaï","45.7519132","4.7718373","France"
"FR9900001363","FreightTerminal","Clonas","45.4146646","4.7720333","France"
"FR0000001693","Junction","Bif 775000/775311","45.6041149","4.7720691","France"
"FR0000013511","Junction","Accès à ALLAN LGV","44.4844558","4.772173","France"
"FR0000002617","Station","Givors-Canal","45.596154","4.7721755","France"
"FR0000006249","PrivateSiding","Embt E D F","45.4119032","4.7724788","France"
"FR0000006552","PrivateSiding","EDF Km 558,5","45.411641","4.7725207","France"
"FR0000004755","Station","Pontanevaux","46.2132148","4.7727695","France"
"FR0000014501","Junction","Accès à Garage Impair Pontanevaux","46.2139606","4.7734215","France"
"FR0000010881","Junction","Accès à Garage Pair Pontanevaux","46.21406","4.7735084","France"
"FR0000004940","Station","Fontaines-Mercurey","46.8512933","4.7750615","France"
"FR0000001487","Junction","Bif 906000/906606","45.5970133","4.7750766","France"
"FR0000000956","Junction","Bif du Grand-Sud","43.9259583","4.7751017","France"
"FR0000007941","DepotOrWorkshop","ALLAN LGV","44.4935082","4.776074","France"
"FR0000016155","TechnicalChange","Fin de ligne","45.5910291","4.7761343","France"
"FR0000001839","Junction","Bif 800000/800316","44.7945036","4.7763043","France"
"FR0000000516","Junction","Bif 80000/800311","44.7982509","4.7771804","France"
"FR0000008100","DepotOrWorkshop","Faisceau Condrieu","45.4715371","4.77741","France"
"FR0000004265","Station","Mâcon-Loché-TGV","46.2827588","4.7784473","France"
"FR0000002752","Station","Quincieux","45.9067066","4.778697","France"
"FR0000000031","Junction","Bif 800311/800316/913000","44.7954193","4.7791779","France"
"FR0000001584","Junction","Bif de Nîmes (Avignon)","43.9426269","4.779298","France"
"FR0000008687","DepotOrWorkshop","Garage Impair Pontanevaux","46.2213991","4.7795901","France"
"FR0000006020","DepotOrWorkshop","Garage Pair Pontanevaux","46.2214225","4.7796063","France"
"FR0000005469","ShuntingYard","Badan","45.6015661","4.7796075","France"
"FR0000010132","Junction","Accès à Badan","45.6015661","4.7796075","France"
"FR0000003385","Station","Écully-la-Demi-Lune","45.7658611","4.7796786","France"
"FR0000002010","Junction","Bif 750000/775311","45.601744","4.7798555","France"
"FR0000001722","Junction","Bif 750316/775316","45.5975727","4.7801809","France"
"FR0000000664","Junction","Bif 752000/778300","46.2802883","4.7805513","France"
"FR0000013546","Junction","Accès à Faisceau impair","43.8933823","4.78084","France"
"FR0000001717","Junction","Bif Rac Nord","43.9488701","4.7810266","France"
"FR0000011175","Junction","Accès à Faisceau A V1 à V14","49.7141614","4.7813155","France"
"FR0000011434","Junction","Accès à Faisceau V12 Garage","45.9051988","4.7813261","France"
"FR0000007974","DepotOrWorkshop","Faisceau pair n°2","43.8944497","4.7814719","France"
"FR0000006938","DepotOrWorkshop","Faisceau D","49.7156333","4.7820328","France"
"FR0000011174","Junction","Accès à Faisceau A V1 à V14","49.7160677","4.7821873","France"
"FR9900001993","FreightTerminal","Barbentane-Rognonas","43.8958396","4.7822789","France"
"FR0000001565","Junction","Bif de Badan","45.5960837","4.7825274","France"
"FR0000007969","DepotOrWorkshop","Faisceau impair","43.8965299","4.7826816","France"
"FR0000013104","Junction","Accès à Faisceau Pair","44.8055013","4.7831626","France"
"FR0000014613","Junction","Accès à Faisceau Impair","44.8055283","4.7831983","France"
"FR0000002896","Station","Lumes","49.7330424","4.7832514","France"
"FR0000000567","Junction","Bif 824000/824306","43.9381122","4.7834526","France"
"FR9900001503","FreightTerminal","La Voulte-sur-Rhône","44.8058179","4.7835962","France"
"FR9900001264","FreightTerminal","Badan","45.6028686","4.7836296","France"
"FR9900003737","Junction","Bif 935904/935903","43.4146256","4.7838496","France"
"FR0000005122","Station","Crêches-sur-Saône","46.2461781","4.7841685","France"
"FR0000006876","PrivateSiding","Coop AGRICOLE DE CHAMPAGNE CEREALES","49.0807725","4.7847806","France"
"FR0000011173","Junction","Accès à Faisceau A V1 à V14","49.7266021","4.7850325","France"
"FR0000006244","DepotOrWorkshop","Faisceau A V1 à V14","49.7267019","4.7850441","France"
"FR0000006290","DepotOrWorkshop","Faisceau pair n°1","43.9009595","4.7852654","France"
"FR0000001373","Junction","Bif 830336/906000","45.592273","4.7853488","France"
"FR0000005735","PrivateSiding","Embt Km 292,9","47.3396496","4.7859442","France"
"FR0000003255","Station","Avignon-TGV","43.9218038","4.7861402","France"
"FR0000008335","PrivateSiding","HOLCIM","48.1772124","4.7866039","France"
"FR0000016219","TechnicalChange","Fin de ligne","43.9216597","4.7871088","France"
"FR0000000566","Junction","Bif 020000/022300","48.7185456","4.7876581","France"
"FR9900002080","Junction","Technical change","46.2680763","4.788213","France"
"FR0000008774","DepotOrWorkshop","Faisceau Impair","44.8083824","4.7889922","France"
"FR9900001813","FreightTerminal","Valmy","49.0802293","4.7894709","France"
"FR0000001187","Junction","Bif Rac Sud TGV","46.2593769","4.7900219","France"
"FR0000010998","Junction","Accès à Faisceau pair 4 à 14","43.9535626","4.7905447","France"
"FR0000010130","Junction","Accès à Badan","45.6036434","4.7906579","France"
"FR0000006718","DepotOrWorkshop","Faisceau Peyraud V4","45.298961","4.7917221","France"
"FR0000007532","DepotOrWorkshop","faisceau pair","49.0799966","4.7919085","France"
"FR0000001949","Junction","Bif Rac Nord","45.2986099","4.7919516","France"
"FR0000006112","DepotOrWorkshop","Faisceau pair 4 à 14","43.9588723","4.7928326","France"
"FR0000015209","Junction","Accès à Faisceau Impair Peyraud","45.2906818","4.7929487","France"
"FR0000000174","Junction","Bif 797311/800000","45.2890196","4.7931367","France"
"FR0000000304","Junction","Bif 797000/797311","45.2939853","4.7933305","France"
"FR0000009213","DepotOrWorkshop","Faisceau Impair Peyraud","45.294463","4.7933994","France"
"FR0000008297","DepotOrWorkshop","Faisceau Peyraud VA Circulation","45.2945436","4.7934159","France"
"FR0000006969","DepotOrWorkshop","Faisceau V22 et V24","45.5836783","4.7937786","France"
